"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37"
"1" 0.788469019702827 -0.734446188931538 1.12443047083934 -0.166715727404411 -0.619444491465102 -0.791535014067366 0.196312764793588 -1.11571281144599 -1.13510644117462 -1.3084903527806 -0.0730260546755753 -1.77459923563693 -0.325947409587148 1.45694000045983 -0.90369697656507 -0.349754991896458 0.246002116149151 0.600606375547595 0.860428000597579 -0.188767429182744 0.552325917712341 -0.20162360406698 0.838317452909867 1.4547667516401 1.23768157398516 -0.0783712855822655 0.152816919887272 -1.61029424616914 0.250114609706675 -1.41771377755973 -0.718923262073792 0.322133220825649 0.0711824702787157 -1.15910140446819 1.53218916587567 0.496916892156723 0.862598587999836
"2" 0.935268067335978 -0.369737202555538 -1.22066228359756 0.0496490730100248 -1.8820487370152 1.49824356675004 1.39787544313387 -0.797107816023922 -0.324181048463338 -0.00223026906397689 0.62567131405647 0.0491249667201626 -2.32122166480084 -0.359655787320531 0.28659459803328 -1.36646310332428 2.55076298556621 -0.75256205280094 -0.252971785759219 0.659577004939927 -0.532138271768736 -0.441449740524852 -0.385944562518689 -0.838270266365309 0.0596762833939867 -1.52893152286838 0.311418640132829 0.061275334233305 -0.218069771234215 -0.520459927676795 0.35005500590111 0.861361381629651 0.460598398756377 0.610307183346706 0.535617151871099 1.38800720046074 -0.936169477932885
"3" 0.589088733779151 -0.654697339930821 1.1442730104383 -0.234817563210021 -1.18213189058496 -0.396943974353349 1.93099693608083 -0.0809994684825856 -0.251955698679529 -0.0462122612125256 -0.983441093143278 -0.0917290879189326 -0.502026577072418 0.265562830790047 -0.518666383717445 -1.92373670384063 -2.58792389595458 0.589429771668136 1.58033371041981 0.975556384769112 -1.43144271381985 -0.594327976664219 -2.50303001724206 0.830111382998814 -0.357126775044918 1.32845267165885 0.682295734316143 0.0508558999248784 0.916354374793049 0.619001499420359 -0.91788081371306 0.368450702745329 0.167446844059074 -0.884161337215571 0.496161875955669 -0.321291639680751 -0.201423881757252
"4" -0.838921649044607 0.0627013190204826 0.763698004710365 1.74353736160905 0.107770718248424 0.393684475024391 0.876499628315246 0.134648467801125 -0.00116926372130087 0.584946427262604 -2.17180820943099 0.975670650931666 0.0531914371662132 1.45237140864061 -0.0790587622195928 -0.852289382216656 -0.270563074553288 1.32667735131769 -0.748478811549351 0.994216767085063 -0.677998332635155 -0.415282814385953 1.31502609537896 -0.230804820425019 2.24540948137259 0.919589725984629 -1.84655005961445 -0.695233597264173 0.292622793600764 -1.8548908288839 0.445694724539059 0.580492490786924 -0.689812645495559 1.20624089252419 2.00749386616246 0.997867074580388 -1.36773065762757
"5" 1.6440504412236 0.507353401657212 0.741771929188398 -1.33465555294085 0.350463486205357 0.727785527822226 -0.132714851344716 -0.315872416921801 0.993162057856866 -1.28498992185181 -0.397493323494928 0.655732968723448 -1.33478321696044 -0.177464052598965 0.618028663418855 0.53242380719373 -0.672027827909773 -0.328583741079368 -0.378155120228301 -0.497422879142987 -0.43950427647329 0.117895438643328 3.34206187806455 -1.09053414389977 2.13319163718528 -1.27558143068302 0.525582976971744 -1.02378600052255 0.189503432134707 -0.00634313802761283 -0.546819343014071 1.07726487925442 1.17011149790207 -3.42280918709671 0.896143909551859 0.937415572391137 -2.80973506068648
"6" -0.180361217929839 -1.94911965021467 1.0519462163055 -0.354573909276149 1.07227272201755 0.33641912300408 1.79223996022898 -1.31365696397555 -0.925510943577548 1.14654600693523 -0.0825532356898576 0.924415072440236 0.206427779051642 1.92239011791351 -0.670341386753299 1.76152811457025 -1.57016998172706 -1.57041424392136 0.409469653731213 0.341891596094767 0.932471207744064 -0.219153774227821 1.13837106501677 -0.335986996895377 0.798325142137241 0.150647694680201 0.983775415901924 -0.623375565856716 1.07883868188518 -2.32927932897243 0.0606380842846014 0.480658731083775 2.46637575847634 0.346449366032505 -0.224205483746725 1.84665847932041 -1.57929253583001
"7" -1.30256044317235 -1.35813513097849 -0.0764885588734279 0.673441320198014 0.076015631245894 0.721074250009199 0.640434520529752 0.720026554289028 -0.253075945293855 0.8699508403238 -0.320605112936641 -0.240590032566928 2.84109618998509 -0.488236224423436 -0.418868823034887 0.0175795065950226 0.966671451785104 -0.744492181233129 -0.16487068455291 0.987542432776104 -0.916165953983045 0.561596893835766 -1.2372771006129 -0.135147192097724 0.0189054966456517 0.694732598229699 -1.21026259452469 -0.59686145126416 -2.00836220577114 -2.01913928735752 -0.369550102100752 0.469416182219547 -0.194819973252136 -0.887632795768397 -0.310074714435018 1.90007327358352 0.487986438101975
"8" -1.74643817130787 1.31905634591139 -0.195067655624369 0.586533286392768 0.181757995540149 0.0277050496100844 -0.318087334079493 0.640146018513317 -0.34651369430115 0.157300618448879 0.776138705527441 -0.0587983005439987 0.272198214563812 0.807444965131853 1.28276681408053 0.174860626875798 -1.76266057950684 -0.484301379976111 0.318397723047671 0.280390608635326 1.34210399986173 1.05142184949174 1.21526344955531 -0.652871429959431 0.757533981675455 -0.462597332573932 0.934465998971042 -2.20465053477828 -0.738849438214778 0.106894994672569 -0.348502847836205 -0.00785088292415936 2.73098624722701 0.0541525535533982 -0.144658041521023 1.41217727205715 -0.761462867794465
"9" -0.4137435006008 1.04437747593609 1.44331413932712 0.322492115217341 2.63830786461739 -0.412882804837613 0.771225285502977 -2.11377201155265 1.63302887792791 -0.0795525632546451 0.952405788253787 -0.044698432141333 -1.12498475650389 2.20667639910949 -0.486374534612426 -0.219262023594721 -1.61203005898064 -0.0410500699766869 1.28653709120856 1.40864789647738 0.350758665155973 -0.82674047459389 1.80635179585849 -0.0951864429864774 -0.097421381274461 -0.593796481758973 -1.79588543436977 -1.32374656722402 -1.03398166722034 -0.487514357446091 0.209546515480101 -0.664063717243152 1.45635843953563 0.450436697641344 0.50974213040772 -1.78588047810936 -4.52419993594606
"10" 0.0299617782607868 -2.4742048284652 -1.40535750109064 1.51556124804883 -0.961346943982067 -1.79212250873344 1.33787256469741 -0.589857629754345 -1.0450118574434 0.0460388393646669 -0.616638041535509 -0.9126735490306 -1.62759501147559 -0.593310765994454 0.653647286546984 0.97779877356 -0.392179576344694 -0.842304088984288 -0.624987855465557 -0.581247774806623 -1.45691550806659 -1.26900732138813 0.220096767676923 -0.508975924870146 2.01665889630705 0.899476438415325 0.558009204462639 -0.560540154215103 1.1071282774254 0.939197448577153 -0.267565969306363 0.422022041451967 -0.716111051157416 -0.430904774959517 0.67469213551111 0.825864356253913 0.452511034377973
